Country Name,Year,Value
Turkiye,2015,7.670853648
Turkiye,2016,7.775134153
Turkiye,2017,11.14431108
Turkiye,2018,16.3324639
Turkiye,2019,15.17682157
Turkiye,2020,12.27895745
Turkiye,2021,19.59649269
