location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,aged_65_older,gdp_per_capita,cardiovasc_death_rate,population
Afghanistan,Jan-21,1671259,2693,71891,211,40634.79,65.477,1747.946,5.13,80.011,55923.597,18507.899,1274991932
Afghanistan,Jan-22,4938320,4848,228855,58,120069.719,117.876,5564.353,1.411,80.011,55923.597,18507.899,1274991932
Afghanistan,Oct-20,1246695,1980,46274,71,30311.992,48.139,1125.099,1.726,80.011,55923.597,18507.899,1274991932
Afghanistan,Oct-21,4827238,1076,224427,76,117368.882,26.162,5456.694,1.85,80.011,55923.597,18507.899,1274991932
Afghanistan,Oct-22,6237917,3875,242155,22,151667.961,94.215,5887.731,0.535,80.011,55923.597,18507.899,1274991932
Afghanistan,Nov-20,1303865,4881,48777,230,31702.016,118.678,1185.957,5.593,77.43,54119.61,17910.87,1233863160
Afghanistan,Nov-21,4701215,1039,218866,28,114304.774,25.261,5321.48,0.68,77.43,54119.61,17910.87,1233863160
Afghanistan,Nov-22,6140134,2844,234889,11,149290.477,69.149,5711.062,0.266,77.43,54119.61,17910.87,1233863160
Afghanistan,Dec-20,1539551,6115,62050,426,37432.459,148.681,1508.677,10.357,80.011,55923.597,18507.899,1274991932
Afghanistan,Dec-21,4889195,795,227309,48,118875.299,19.333,5526.761,1.166,80.011,55923.597,18507.899,1274991932
Afghanistan,Dec-22,2063087,636,78360,6,50161.649,15.463,1905.237,0.146,25.81,18039.87,5970.29,411287720
Afghanistan,Feb-20,30,5,2043247.52,4254.82933,0.732,0.122,20981.03037,46.89895295,15.486,10823.922,3582.174,246772632
Afghanistan,Feb-21,1553102,691,67864,43,37761.936,16.803,1650.039,1.044,72.268,50511.636,16716.812,1151605616
Afghanistan,Feb-22,4759331,10733,210096,184,115717.8,260.961,5108.248,4.475,72.268,50511.636,16716.812,1151605616
Afghanistan,Mar-20,1141,163,21,4,27.746,3.964,0.51,0.097,80.011,55923.597,18507.899,1274991932
Afghanistan,Mar-21,1737068,740,76227,41,42234.862,17.993,1853.373,0.998,80.011,55923.597,18507.899,1274991932
Afghanistan,Mar-22,5465007,4088,236979,72,132875.521,99.396,5761.875,1.752,80.011,55923.597,18507.899,1274991932
Afghanistan,Apr-20,25152,1661,812,56,611.544,40.386,19.742,1.36,77.43,54119.61,17910.87,1233863160
Afghanistan,Apr-21,1733260,3291,76300,141,42142.275,80.017,1855.148,3.427,77.43,54119.61,17910.87,1233863160
Afghanistan,Apr-22,5350389,1132,230302,13,130088.711,27.525,5599.539,0.314,77.43,54119.61,17910.87,1233863160
Afghanistan,May-20,222720,13353,4924,194,5415.188,324.664,119.724,4.715,80.011,55923.597,18507.899,1274991932
Afghanistan,May-21,1991950,12093,85386,319,48432.03,294.029,2076.065,7.758,80.011,55923.597,18507.899,1274991932
Afghanistan,May-22,5562250,1468,238432,22,135239.873,35.693,5797.207,0.533,80.011,55923.597,18507.899,1274991932
Afghanistan,Jun-20,751685,16265,14982,485,18276.379,395.466,364.269,11.794,77.43,54119.61,17910.87,1233863160
Afghanistan,Jun-21,2848717,46821,114208,1927,69263.36,1138.402,2776.838,46.853,77.43,54119.61,17910.87,1233863160
Afghanistan,Jun-22,5441364,2181,231381,18,132300.666,53.03,5625.771,0.437,77.43,54119.61,17910.87,1233863160
Afghanistan,Jul-20,1079412,5183,33439,536,26244.694,126.017,813.031,13.031,80.011,55923.597,18507.899,1274991932
Afghanistan,Jul-21,4241348,28495,184478,1837,103123.623,692.822,4485.375,44.662,80.011,55923.597,18507.899,1274991932
Afghanistan,Jul-22,5699567,3221,239718,25,138578.584,78.313,5828.476,0.606,80.011,55923.597,18507.899,1274991932
Afghanistan,Aug-20,1165099,1620,42108,131,28328.078,39.387,1023.808,3.187,80.011,55923.597,18507.899,1274991932
Afghanistan,Aug-21,4696019,6066,216817,410,114178.44,147.486,5271.661,9.969,80.011,55923.597,18507.899,1274991932
Afghanistan,Aug-22,5876924,7501,240588,29,142890.82,182.38,5849.625,0.705,80.011,55923.597,18507.899,1274991932
Afghanistan,Sep-20,1166401,1106,43060,56,28359.736,26.892,1046.957,1.362,77.43,54119.61,17910.87,1233863160
Afghanistan,Sep-21,4628009,1954,215185,86,112524.852,47.51,5231.987,2.091,77.43,54119.61,17910.87,1233863160
Afghanistan,Sep-22,5899026,5938,233728,23,143428.207,144.376,5682.835,0.559,77.43,54119.61,17910.87,1233863160
Africa,Jan-21,99495106,809148,2428134,25536,69736.142,567.132,1701.883,17.894,258.3382356,573342.9311,7684.160669,44228835034
Africa,Jan-22,321635092,1130918,7248640,10220,225434.106,792.662,5080.574,7.162,258.3382356,573342.9311,7684.160669,44228835034
Africa,Oct-20,50494925,303545,1218154,6993,35391.902,212.754,853.803,4.903,258.3382356,573342.9311,7684.160669,44228835034
Africa,Oct-21,261110186,193779,6670210,7837,183012.188,135.819,4675.15,5.494,258.3382356,573342.9311,7684.160669,44228835034
Africa,Oct-22,383472492,29001,7962604,215,268775.952,20.327,5580.991,0.151,258.3382356,573342.9311,7684.160669,44228835034
Africa,Nov-20,59462151,388843,1428225,9140,41677.033,272.542,1001.045,6.408,258.3382356,573342.9311,7684.160669,42802098420
Africa,Nov-21,257810857,164029,6626224,4932,180699.684,114.968,4644.322,3.456,258.3382356,573342.9311,7684.160669,42802098420
Africa,Nov-22,372125851,44218,7713994,425,260823.088,30.991,5406.744,0.3,258.3382356,573342.9311,7684.160669,42802098420
Africa,Dec-20,75832644,586170,1796945,13476,53151.116,410.845,1259.479,9.446,258.3382356,573342.9311,7684.160669,44228835034
Africa,Dec-21,283710595,1069150,6994119,5285,198852.814,749.364,4902.181,3.702,258.3382356,573342.9311,7684.160669,44228835034
Africa,Dec-22,124363145,14696,2572645,140,87166.156,10.3,1803.167,0.1,258.3382356,573342.9311,7684.160669,14267366140
Africa,Feb-20,23,3,2043247.52,4254.82933,0.018,0.003,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,24254522438
Africa,Feb-21,105075969,327680,2755828,12736,73647.769,229.669,1931.559,8.926,258.3382356,573342.9311,7684.160669,39948625192
Africa,Feb-22,312280699,446100,6848189,9828,218877.609,312.672,4799.896,6.89,258.3382356,573342.9311,7684.160669,39948625192
Africa,Mar-20,41201,5764,1244,198,28.879,4.041,0.874,0.14,258.3382356,573342.9311,7684.160669,44228835034
Africa,Mar-21,125774925,319961,3361595,9049,88155.67,224.26,2356.143,6.343,258.3382356,573342.9311,7684.160669,44228835034
Africa,Mar-22,354633225,225752,7774982,3154,248562.505,158.229,5449.486,2.209,258.3382356,573342.9311,7684.160669,44228835034
Africa,Apr-20,590342,32993,28095,1436,413.773,23.123,19.692,1.006,258.3382356,573342.9311,7684.160669,42802098420
Africa,Apr-21,132003357,340423,3517500,9027,92521.18,238.602,2465.417,6.325,258.3382356,573342.9311,7684.160669,42802098420
Africa,Apr-22,348289498,114022,7574560,928,244116.183,79.917,5309.011,0.651,258.3382356,573342.9311,7684.160669,42802098420
Africa,May-20,2646590,108124,86007,2588,1854.994,75.786,60.283,1.814,258.3382356,573342.9311,7684.160669,44228835034
Africa,May-21,145550936,282686,3918314,8852,102016.682,198.136,2746.348,6.203,258.3382356,573342.9311,7684.160669,44228835034
Africa,May-22,365499340,212649,7858289,1201,256178.566,149.046,5507.878,0.84,258.3382356,573342.9311,7684.160669,44228835034
Africa,Jun-20,7890750,258340,210010,5924,5530.626,181.072,147.196,4.153,258.3382356,573342.9311,7684.160669,42802098420
Africa,Jun-21,153736063,664182,4083295,12305,107753.639,465.524,2861.982,8.623,258.3382356,573342.9311,7684.160669,42802098420
Africa,Jun-22,358967790,178315,7637409,963,251600.599,124.981,5353.064,0.677,258.3382356,573342.9311,7684.160669,42802098420
Africa,Jul-20,20678572,523189,453245,9537,14493.615,366.704,317.678,6.684,258.3382356,573342.9311,7684.160669,44228835034
Africa,Jul-21,190165787,1204828,4849326,27133,133287.241,844.465,3398.897,19.02,258.3382356,573342.9311,7684.160669,44228835034
Africa,Jul-22,377291804,195306,7922580,997,264443.908,136.89,5552.938,0.699,258.3382356,573342.9311,7684.160669,44228835034
Africa,Aug-20,34466442,324253,787119,10132,24157.54,227.269,551.693,7.104,258.3382356,573342.9311,7684.160669,44228835034
Africa,Aug-21,226165517,1081053,5710479,26210,158519.461,757.71,4002.475,18.37,258.3382356,573342.9311,7684.160669,44228835034
Africa,Aug-22,381304335,67092,7946113,494,267256.289,47.026,5569.433,0.346,258.3382356,573342.9311,7684.160669,44228835034
Africa,Sep-20,41152717,229702,992660,6083,28843.948,160.998,695.757,4.263,258.3382356,573342.9311,7684.160669,42802098420
Africa,Sep-21,242822470,520504,6127740,14129,170194.321,364.82,4294.932,9.902,258.3382356,573342.9311,7684.160669,42802098420
Africa,Sep-22,370264857,31668,7699788,239,259518.717,22.198,5396.781,0.169,258.3382356,573342.9311,7684.160669,42802098420
Albania,Jan-21,2088163,19811,39480,199,734669.027,6970.017,13890.07,70.012,408.828,365906.361,9430.045,88111858
Albania,Jan-22,7217971,48319,101437,129,2539466.378,16999.858,35688.123,45.385,408.828,365906.361,9430.045,88111858
Albania,Oct-20,523084,7226,13731,122,184034.297,2542.291,4830.914,42.916,408.828,365906.361,9430.045,88111858
Albania,Oct-21,5511591,15169,87201,226,1939118.353,5336.842,30679.537,79.511,408.828,365906.361,9430.045,88111858
Albania,Oct-22,10311515,745,111321,4,3627854.095,262.11,39165.566,1.408,408.828,365906.361,9430.045,88111858
Albania,Nov-20,866248,17307,19239,301,304768.151,6089.046,6768.769,105.901,395.64,354102.93,9125.85,85269540
Albania,Nov-21,5801493,14645,90259,172,2041113.273,5152.486,31755.419,60.511,395.64,354102.93,9125.85,85269540
Albania,Nov-22,9995485,377,107807,1,3516666.68,132.639,37929.254,0.352,395.64,354102.93,9125.85,85269540
Albania,Dec-20,1540509,20134,31857,371,541990.376,7083.659,11208.108,130.529,408.828,365906.361,9430.045,88111858
Albania,Dec-21,6351823,10279,97819,121,2234733.411,3616.413,34415.221,42.572,408.828,365906.361,9430.045,88111858
Albania,Dec-22,3334382,178,35940,4254.82933,1173120.672,62.625,12644.61,46.89895295,131.88,118034.31,3041.95,28423180
Albania,Feb-20,132982154.4,361800.8422,2043247.52,4254.82933,1933604.985,5787.218869,20981.03037,46.89895295,65.94,59017.155,1520.975,14211590
Albania,Feb-21,2610775,29040,44037,416,918537.262,10217.013,15493.343,146.361,369.264,330496.068,8517.46,79584904
Albania,Feb-22,7491180,13020,95637,123,2635588.28,4580.768,33647.538,43.273,369.264,330496.068,8517.46,79584904
Albania,Mar-20,2232,243,91,15,785.277,85.493,32.018,5.279,408.828,365906.361,9430.045,88111858
Albania,Mar-21,3652195,17990,63810,439,1284935.394,6329.34,22449.987,154.451,408.828,365906.361,9430.045,88111858
Albania,Mar-22,8456152,2114,108045,23,2975090.05,743.76,38012.99,8.093,408.828,365906.361,9430.045,88111858
Albania,Apr-20,15632,530,728,16,5499.736,186.468,256.126,5.631,395.64,354102.93,9125.85,85269540
Albania,Apr-21,3865660,5928,69887,159,1360037.828,2085.622,24588.029,55.937,395.64,354102.93,9125.85,85269540
Albania,Apr-22,8233062,1430,104832,4,2896601.296,503.111,36882.575,1.408,395.64,354102.93,9125.85,85269540
Albania,May-20,28873,364,975,2,10158.258,128.064,343.037,0.704,408.828,365906.361,9430.045,88111858
Albania,May-21,4089156,1230,75267,57,1438669.427,432.745,26480.852,20.055,408.828,365906.361,9430.045,88111858
Albania,May-22,8544921,994,108400,1,3006321.246,349.715,38137.89,0.352,408.828,365906.361,9430.045,88111858
Albania,Jun-20,50880,1398,1221,29,17900.885,491.853,429.577,10.205,395.64,354102.93,9125.85,85269540
Albania,Jun-21,3973546,206,73604,5,1397994.875,72.477,25895.763,1.76,395.64,354102.93,9125.85,85269540
Albania,Jun-22,8323448,4750,104916,3,2928401.395,1671.172,36912.13,1.056,395.64,354102.93,9125.85,85269540
Albania,Jul-20,119660,2741,3302,95,42099.441,964.354,1161.729,33.42,408.828,365906.361,9430.045,88111858
Albania,Jul-21,4113962,560,76140,1,1447396.808,197.025,26787.981,0.352,408.828,365906.361,9430.045,88111858
Albania,Jul-22,9157061,31246,109091,45,3221687.717,10993.139,38380.997,15.835,408.828,365906.361,9430.045,88111858
Albania,Aug-20,230278,4237,6945,127,81017.676,1490.682,2443.427,44.679,408.828,365906.361,9430.045,88111858
Albania,Aug-21,4262873,13306,76586,41,1499787.5,4681.391,26944.91,14.426,408.828,365906.361,9430.045,88111858
Albania,Aug-22,9994918,17255,110676,37,3516467.191,6070.75,38938.64,13.018,408.828,365906.361,9430.045,88111858
Albania,Sep-20,350148,4136,10286,103,123190.999,1455.151,3618.875,36.234,395.64,354102.93,9125.85,85269540
Albania,Sep-21,4784904,23744,77186,200,1683451.326,8353.745,27156.004,70.361,395.64,354102.93,9125.85,85269540
Albania,Sep-22,9937170,2869,107586,7,3496149.974,1009.386,37851.503,2.464,395.64,354102.93,9125.85,85269540
Algeria,Jan-21,3212268,7729,87734,135,71537.578,172.126,1953.846,3.007,192.541,431329.009,8629.284,1392000068
Algeria,Jan-22,7141014,33685,199006,303,159031.195,750.168,4431.886,6.75,192.541,431329.009,8629.284,1392000068
Algeria,Oct-20,1683631,6412,57192,228,37494.657,142.798,1273.67,5.076,192.541,431329.009,8629.284,1392000068
Algeria,Oct-21,6358229,3093,181913,108,141598.485,68.881,4051.226,2.408,192.541,431329.009,8629.284,1392000068
Algeria,Oct-22,8393236,165,213301,2,186918.322,3.677,4750.246,0.045,192.541,431329.009,8629.284,1392000068
Algeria,Nov-20,2074384,25257,65248,467,46196.768,562.474,1453.082,10.4,186.33,417415.17,8350.92,1347096840
Algeria,Nov-21,6249508,4079,179783,151,139177.254,90.837,4003.786,3.365,186.33,417415.17,8350.92,1347096840
Algeria,Nov-22,8129016,252,206430,4254.82933,181034.11,5.612,4597.23,46.89895295,186.33,417415.17,8350.92,1347096840
Algeria,Dec-20,2884170,16411,81232,325,64230.798,365.476,1809.049,7.235,192.541,431329.009,8629.284,1392000068
Algeria,Dec-21,6636393,7901,191320,205,147793.228,175.955,4260.719,4.564,192.541,431329.009,8629.284,1392000068
Algeria,Dec-22,2711189,56,68810,4254.82933,60378.487,1.248,1532.41,46.89895295,62.11,139138.39,2783.64,449032280
Algeria,Feb-20,5,1,2043247.52,4254.82933,0.11,0.022,20981.03037,46.89895295,31.055,69569.195,1391.82,224516140
Algeria,Feb-21,3096714,5753,82303,92,68964.172,128.118,1832.897,2.052,173.908,389587.492,7794.192,1257290384
Algeria,Feb-22,7317457,12819,188533,256,162960.601,285.482,4198.652,5.702,173.908,389587.492,7794.192,1257290384
Algeria,Mar-20,4823,715,324,44,107.406,15.926,7.216,0.981,192.541,431329.009,8629.284,1392000068
Algeria,Mar-21,3577898,4100,94314,110,79680.198,91.305,2100.382,2.452,192.541,431329.009,8629.284,1392000068
Algeria,Mar-22,8228823,735,212805,39,183256.824,16.369,4739.189,0.868,192.541,431329.009,8629.284,1392000068
Algeria,Apr-20,69497,3290,9197,406,1547.706,73.269,204.818,9.042,186.33,417415.17,8350.92,1347096840
Algeria,Apr-21,3581338,4916,94693,160,79756.807,109.48,2108.824,3.562,186.33,417415.17,8350.92,1347096840
Algeria,Apr-22,7972081,109,206227,1,177539.156,2.428,4592.704,0.022,186.33,417415.17,8350.92,1347096840
Algeria,May-20,211394,5388,16901,203,4707.766,119.991,376.385,4.523,192.541,431329.009,8629.284,1392000068
Algeria,May-21,3890403,6805,104551,219,86639.717,151.55,2328.36,4.877,192.541,431329.009,8629.284,1392000068
Algeria,May-22,8240659,104,213125,4254.82933,183520.411,2.32,4746.317,46.89895295,192.541,431329.009,8629.284,1392000068
Algeria,Jun-20,337819,4513,23600,259,7523.269,100.502,525.575,5.765,186.33,417415.17,8350.92,1347096840
Algeria,Jun-21,4030589,10713,107894,244,89761.677,238.58,2402.812,5.433,186.33,417415.17,8350.92,1347096840
Algeria,Jun-22,7978934,203,206250,4254.82933,177691.768,4.522,4593.21,46.89895295,186.33,417415.17,8350.92,1347096840
Algeria,Jul-20,674286,16487,32720,298,15016.425,367.165,728.679,6.636,192.541,431329.009,8629.284,1392000068
Algeria,Jul-21,4734511,31766,121911,538,105438.098,707.432,2714.974,11.982,192.541,431329.009,8629.284,1392000068
Algeria,Jul-22,8263246,1367,213133,1,184023.429,30.444,4746.493,0.022,192.541,431329.009,8629.284,1392000068
Algeria,Aug-20,1185076,14100,42428,300,26391.776,314.01,944.877,6.68,192.541,431329.009,8629.284,1392000068
Algeria,Aug-21,5788899,24688,149055,1015,128919.441,549.805,3319.473,22.603,192.541,431329.009,8629.284,1392000068
Algeria,Aug-22,8344656,2850,213211,2,185836.438,63.47,4748.237,0.044,192.541,431329.009,8629.284,1392000068
Algeria,Sep-20,1458290,7036,48964,226,32476.284,156.691,1090.434,5.034,186.33,417415.17,8350.92,1347096840
Algeria,Sep-21,6016238,7279,168391,543,133982.305,162.102,3750.087,12.092,186.33,417415.17,8350.92,1347096840
Algeria,Sep-22,8116912,369,206367,1,180764.555,8.22,4595.814,0.022,186.33,417415.17,8350.92,1347096840
Andorra,Jan-21,279226,1888,2805,17,3497188.229,23646.404,35131.449,212.922,258.3382356,573342.9311,3383.185,2475133
Andorra,Jan-22,931921,12218,4417,5,11671918.64,153025.311,55321.066,62.624,258.3382356,573342.9311,3383.185,2475133
Andorra,Oct-20,103067,2706,1895,22,1290870.834,33891.513,23734.08,275.542,258.3382356,573342.9311,3383.185,2475133
Andorra,Oct-21,475994,294,4030,4254.82933,5961624.686,3682.226,50474.045,46.89895295,258.3382356,573342.9311,3383.185,2475133
Andorra,Oct-22,1437700,308,4805,4254.82933,18006587.93,3857.571,60180.61,46.89895295,258.3382356,573342.9311,3383.185,2475133
Andorra,Nov-20,174907,1989,2266,1,2190636.625,24911.387,28380.69,12.525,258.3382356,573342.9311,3274.05,2395290
Andorra,Nov-21,481140,1599,3907,1,6026076.173,20026.804,48933.525,12.525,258.3382356,573342.9311,3274.05,2395290
Andorra,Nov-22,1402054,684,4666,2,17560136.77,8566.813,58439.685,25.05,258.3382356,573342.9311,3274.05,2395290
Andorra,Dec-20,230115,1304,2478,8,2882093.606,16332.051,31035.909,100.2,258.3382356,573342.9311,3383.185,2475133
Andorra,Dec-21,629689,6625,4194,9,7886589.934,82975.338,52528.087,112.724,258.3382356,573342.9311,3383.185,2475133
Andorra,Dec-22,473098,227,1574,1,5925353.506,2843.08,19713.69,12.525,258.3382356,573342.9311,1091.35,798430
Andorra,Feb-21,293412,929,2986,9,3674861.915,11635.336,37398.394,112.724,258.3382356,573342.9311,3055.78,2235604
Andorra,Feb-22,1043282,2041,4169,6,13066668.34,25562.668,52214.976,75.15,258.3382356,573342.9311,3055.78,2235604
Andorra,Mar-20,2787,376,39,12,34906.009,4709.243,488.461,150.295,258.3382356,573342.9311,3274.05,2395290
Andorra,Mar-21,352375,1144,3499,5,4413348.696,14328.118,43823.502,62.624,258.3382356,573342.9311,3383.185,2475133
Andorra,Mar-22,1211183,2025,4722,4,15169557.76,25362.274,59141.072,50.099,258.3382356,573342.9311,3383.185,2475133
Andorra,Apr-20,19106,369,917,30,239294.616,4621.569,11485.035,375.742,258.3382356,573342.9311,3274.05,2395290
Andorra,Apr-21,380633,1222,3637,10,4767268.263,15305.037,45551.895,125.248,258.3382356,573342.9311,3274.05,2395290
Andorra,Apr-22,1219226,1325,4590,4254.82933,15270292.95,16595.068,57487.83,46.89895295,258.3382356,573342.9311,3274.05,2395290
Andorra,May-20,23498,19,1518,9,294302.572,237.97,19012.318,112.724,258.3382356,573342.9311,3383.185,2475133
Andorra,May-21,418754,495,3935,2,5244717.759,6199.665,49284.232,25.049,258.3382356,573342.9311,3383.185,2475133
Andorra,May-22,1308981,1545,4743,4254.82933,16394436.58,19350.475,59404.091,46.89895295,258.3382356,573342.9311,3383.185,2475133
Andorra,Jun-20,25511,91,1545,1,319514.542,1139.739,19350.48,12.525,258.3382356,573342.9311,3274.05,2395290
Andorra,Jun-21,414764,184,3810,4254.82933,5194744.685,2304.523,47718.66,46.89895295,258.3382356,573342.9311,3274.05,2395290
Andorra,Jun-22,1301800,880,4590,4254.82933,16304497.58,11021.629,57487.83,46.89895295,258.3382356,573342.9311,3274.05,2395290
Andorra,Jul-20,27174,70,1612,4254.82933,340342.918,876.722,20189.618,46.89895295,258.3382356,573342.9311,3383.185,2475133
Andorra,Jul-21,442259,767,3939,1,5539107.996,9606.352,49334.33,12.525,258.3382356,573342.9311,3383.185,2475133
Andorra,Jul-22,1391434,1734,4743,4254.82933,17427125.73,21717.621,59404.091,46.89895295,258.3382356,573342.9311,3383.185,2475133
Andorra,Aug-20,31382,251,1632,1,393046.348,3143.669,20440.118,12.525,258.3382356,573342.9311,3383.185,2475133
Andorra,Aug-21,462595,355,3999,2,5793807.846,4446.224,50085.792,25.05,258.3382356,573342.9311,3383.185,2475133
Andorra,Aug-22,1422901,519,4772,1,17821236.67,6500.256,59767.287,12.525,258.3382356,573342.9311,3383.185,2475133
Andorra,Sep-20,45275,874,1590,4254.82933,567050.335,10946.483,19914.09,46.89895295,258.3382356,573342.9311,3274.05,2395290
Andorra,Sep-21,453489,189,3900,4254.82933,5679759.025,2367.148,48845.85,46.89895295,258.3382356,573342.9311,3274.05,2395290
Andorra,Sep-22,1383692,200,4644,1,17330160.45,2504.916,58164.15,12.525,258.3382356,573342.9311,3274.05,2395290
Angola,Jan-21,580289,2243,13481,61,16305.292,63.026,378.798,1.708,74.555,180404.345,8557.395,1103258876
Angola,Jan-22,2871481,16523,57365,125,80684.52,464.272,1611.876,3.509,74.555,180404.345,8557.395,1103258876
Angola,Oct-20,233349,5833,7325,104,6556.773,163.897,205.822,2.917,74.555,180404.345,8557.395,1103258876
Angola,Oct-21,1929362,7850,51232,173,54212.319,220.573,1439.546,4.858,74.555,180404.345,8557.395,1103258876
Angola,Oct-22,3197061,361800.8422,59427,4254.82933,89832.854,5787.218869,1669.815,46.89895295,74.555,180404.345,8557.395,1103258876
Angola,Nov-20,404417,4334,9636,64,11363.541,121.78,270.757,1.792,72.15,174584.85,8281.35,1067669880
Angola,Nov-21,1946699,735,51781,23,54699.464,20.651,1454.973,0.644,72.15,174584.85,8281.35,1067669880
Angola,Nov-22,3104995,1545,57559,7,87245.93,43.412,1617.33,0.197,72.15,174584.85,8281.35,1067669880
Angola,Dec-20,508018,2414,11686,57,14274.578,67.83,328.363,1.597,74.555,180404.345,8557.395,1103258876
Angola,Dec-21,2112947,16425,53989,37,59370.797,461.517,1517.009,1.038,74.555,180404.345,8557.395,1103258876
Angola,Dec-22,1047436,132,19246,1,29431.456,3.709,540.788,0.028,24.05,58194.95,2760.45,355889960
Angola,Feb-21,569508,1011,13697,42,16002.364,28.407,384.865,1.177,67.34,162945.86,7729.26,996491888
Angola,Feb-22,2758810,625,53138,5,77518.624,17.56,1493.1,0.14,67.34,162945.86,7729.26,996491888
Angola,Mar-20,48,7,6,2,1.347,0.196,0.168,0.056,28.86,69833.94,3312.54,427067952
Angola,Mar-21,666295,1504,16193,29,18721.938,42.263,454.997,0.812,74.555,180404.345,8557.395,1103258876
Angola,Mar-22,3067646,428,58900,4254.82933,86196.475,12.025,1654.997,46.89895295,74.555,180404.345,8557.395,1103258876
Angola,Apr-20,601,20,60,4254.82933,16.888,0.56,1.68,46.89895295,72.15,174584.85,8281.35,1067669880
Angola,Apr-21,726071,4341,16851,59,20401.558,121.978,473.489,1.652,72.15,174584.85,8281.35,1067669880
Angola,Apr-22,2976936,118,57000,4254.82933,83647.656,3.315,1601.61,46.89895295,72.15,174584.85,8281.35,1067669880
Angola,May-20,1639,59,85,2,46.052,1.656,2.38,0.056,74.555,180404.345,8557.395,1103258876
Angola,May-21,948207,7899,20979,170,26643.264,221.953,589.479,4.775,74.555,180404.345,8557.395,1103258876
Angola,May-22,3080191,474,58900,4254.82933,86548.973,13.318,1654.997,46.89895295,74.555,180404.345,8557.395,1103258876
Angola,Jun-20,4660,198,210,9,130.937,5.563,5.898,0.252,72.15,174584.85,8281.35,1067669880
Angola,Jun-21,1109740,4298,25209,134,31182.109,120.769,708.337,3.762,72.15,174584.85,8281.35,1067669880
Angola,Jun-22,2997507,1559,57000,4254.82933,84225.675,43.806,1601.61,46.89895295,72.15,174584.85,8281.35,1067669880
Angola,Jul-20,20049,864,915,39,563.349,24.278,25.712,1.093,74.555,180404.345,8557.395,1103258876
Angola,Jul-21,1260968,3928,29592,111,35431.4,110.373,831.495,3.112,74.555,180404.345,8557.395,1103258876
Angola,Jul-22,3156309,981,59095,12,88687.773,27.565,1660.474,0.337,74.555,180404.345,8557.395,1103258876
Angola,Aug-20,59160,1506,2627,56,1662.314,42.319,73.814,1.569,74.555,180404.345,8557.395,1103258876
Angola,Aug-21,1394599,4767,34363,206,39186.242,133.945,965.551,5.785,74.555,180404.345,8557.395,1103258876
Angola,Aug-22,3180376,335,59407,5,89364.023,9.413,1669.251,0.14,74.555,180404.345,8557.395,1103258876
Angola,Sep-20,111469,2318,4268,75,3132.119,65.134,119.923,2.1,72.15,174584.85,8281.35,1067669880
Angola,Sep-21,1552460,9039,41306,320,43621.909,253.983,1160.64,8.99,72.15,174584.85,8281.35,1067669880
Angola,Sep-22,3089970,495,57510,4254.82933,86823.748,13.909,1615.95,46.89895295,72.15,174584.85,8281.35,1067669880
Anguilla,Jan-21,467,3,2043247.52,4254.82933,29413.619,188.952,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Jan-22,63087,650,203,3,3973483.658,40939.725,12785.787,188.952,258.3382356,573342.9311,7684.160669,492187
Anguilla,Oct-20,93,361800.8422,2043247.52,4254.82933,5857.543,5787.218869,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Oct-21,20689,535,31,4254.82933,1303079.925,33696.545,1952.504,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Oct-22,119844,1,372,4254.82933,7548277.374,62.984,23430.11,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Nov-20,100,3,2043247.52,4254.82933,6298.43,188.952,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Nov-21,35145,442,76,3,2213579.391,27839.013,4786.804,188.952,258.3382356,573342.9311,7684.160669,476310
Anguilla,Nov-22,116892,38,360,4254.82933,7362348.06,2393.399,22674.3,46.89895295,258.3382356,573342.9311,7684.160669,476310
Anguilla,Dec-20,309,7,2043247.52,4254.82933,19462.112,440.889,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Dec-21,48358,288,131,2,3045789.509,18139.446,8250.935,125.968,258.3382356,573342.9311,7684.160669,492187
Anguilla,Dec-22,39040,361800.8422,120,4254.82933,2458902.82,5787.218869,7558.1,46.89895295,258.3382356,573342.9311,7684.160669,158770
Anguilla,Feb-21,495,2,2043247.52,4254.82933,31177.164,125.968,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,444556
Anguilla,Feb-22,69151,231,246,1,4355419.791,14549.347,15494.12,62.984,258.3382356,573342.9311,7684.160669,444556
Anguilla,Mar-20,8,2,2043247.52,4254.82933,503.872,125.968,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,63508
Anguilla,Mar-21,634,7,2043247.52,4254.82933,39931.97,440.89,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Mar-22,80706,145,279,4254.82933,5083202.126,9132.708,17572.598,46.89895295,258.3382356,573342.9311,7684.160669,492187
Anguilla,Apr-20,89,1,2043247.52,4254.82933,5605.605,62.984,20981.03037,46.89895295,258.3382356,573342.9311,7684.160669,476310
