location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,aged_65_older,gdp_per_capita,cardiovasc_death_rate,population
Costa Rica,Jun-20,58319,2403,356,6,11256.679,463.826,68.708,1.158,284.04,465749.85,4139.19,155425080
Costa Rica,Jun-21,10358999,48952,131892,626,1999484.059,9448.67,25457.669,120.826,284.04,465749.85,4139.19,155425080
Costa Rica,Jun-22,27148020,13896,255750,30,5240084.79,2682.193,49364.61,5.791,284.04,465749.85,4139.19,155425080
Costa Rica,Jul-20,309536,14361,1823,134,59746.342,2771.947,351.872,25.862,293.508,481274.845,4277.163,160605916
Costa Rica,Jul-21,12039607,38876,150453,363,2323873.402,7503.807,29040.294,70.063,293.508,481274.845,4277.163,160605916
Costa Rica,Jul-22,29212655,123441,265760,195,5638598.665,23826.464,51296.731,37.639,293.508,481274.845,4277.163,160605916
Costa Rica,Aug-20,890542,23467,9155,286,171891.562,4529.576,1767.089,55.198,293.508,481274.845,4277.163,160605916
Costa Rica,Aug-21,13432741,56912,162926,476,2592774.792,10985.1,31447.82,91.873,293.508,481274.845,4277.163,160605916
Costa Rica,Aug-22,32963276,60341,272578,136,6362539.948,11646.961,52612.745,26.248,293.508,481274.845,4277.163,160605916
Costa Rica,Sep-20,1771225,34473,19556,468,341880.153,6653.944,3774.678,90.328,284.04,465749.85,4139.19,155425080
Costa Rica,Sep-21,14994975,68459,177372,880,2894315.705,13213.89,34236.174,169.86,284.04,465749.85,4139.19,155425080
Costa Rica,Sep-22,33124016,29273,267353,114,6393565.826,5650.247,51604.221,22.003,284.04,465749.85,4139.19,155425080
Cote d'Ivoire,Jan-21,777836,5909,4420,17,27621.479,209.833,156.956,0.608,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Jan-22,2422773,9714,23405,71,86034.298,344.949,831.127,2.527,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Oct-20,627301,992,3753,6,22275.881,35.226,133.267,0.214,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Oct-21,1888807,1044,20866,71,67072.807,37.075,740.966,2.528,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Oct-22,2714156,566,25623,1,96381.505,20.101,909.887,0.036,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Nov-20,629774,615,3849,6,22363.7,21.84,136.678,0.215,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Nov-21,1845815,427,21030,9,65546.135,15.165,746.784,0.322,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Nov-22,2635652,111,24877,3,93593.771,3.944,883.395,0.108,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Dec-20,675687,1193,4133,5,23994.099,42.362,146.764,0.178,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Dec-21,1952422,9280,21903,10,69331.818,329.54,777.8,0.357,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Dec-22,878896,9,8300,4254.82933,31210.188,0.322,294.74,46.89895295,29.33,36010.06,3037.4,281605480
Cote d'Ivoire,Feb-21,865141,4355,4903,38,30721.739,154.648,174.107,1.352,82.124,100828.168,8504.72,788495344
Cote d'Ivoire,Feb-22,2272772,765,22100,8,80707.664,27.166,784.785,0.286,82.124,100828.168,8504.72,788495344
Cote d'Ivoire,Mar-20,1051,179,3,1,37.326,6.361,0.108,0.036,61.593,75621.126,6378.54,591371508
Cote d'Ivoire,Mar-21,1189745,11135,6664,52,42248.645,395.413,236.643,1.853,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Mar-22,2530288,258,24661,3,89852.227,9.166,875.718,0.108,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Apr-20,20934,1096,226,13,743.38,38.919,8.03,0.464,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Apr-21,1360270,2147,8085,42,48304.1,76.241,287.103,1.497,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Apr-22,2455367,189,23922,3,87191.73,6.715,849.481,0.107,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,May-20,63068,1558,772,19,2239.583,55.324,27.414,0.68,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,May-21,1446952,1256,9158,19,51382.238,44.602,325.21,0.677,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,May-22,2543171,285,24769,4254.82933,90309.713,10.121,879.563,46.89895295,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Jun-20,176994,6666,1443,35,6285.174,236.716,51.244,1.245,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Jun-21,1434603,1013,9229,8,50943.718,35.973,327.724,0.287,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Jun-22,2479341,1248,24036,6,88043.068,44.319,853.537,0.215,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Jul-20,412566,6548,2672,34,14650.497,232.524,94.882,1.212,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Jul-21,1522898,1830,9934,16,54079.132,64.982,352.757,0.571,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Jul-22,2618183,1843,25024,6,92973.436,65.445,888.623,0.215,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Aug-20,528765,2020,3376,15,18776.798,71.733,119.887,0.537,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Aug-21,1632109,5534,11559,112,57957.289,196.516,410.469,3.981,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Aug-22,2670880,1432,25265,8,94844.75,50.849,897.171,0.284,90.923,111631.186,9415.94,872976988
Cote d'Ivoire,Sep-20,571474,1657,3584,3,20293.423,58.839,127.268,0.107,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Sep-21,1752147,4584,16115,183,62219.922,162.782,572.254,6.505,87.99,108030.18,9112.2,844816440
Cote d'Ivoire,Sep-22,2609712,470,24658,7,92672.627,16.691,875.622,0.251,87.99,108030.18,9112.2,844816440
Croatia,Jan-21,6921173,21589,141227,1107,1717258.825,5356.59,35040.781,274.663,611.444,702763.707,7867.242,124941191
Croatia,Jan-22,25433780,221922,407851,1289,6310546.377,55062.561,101194.657,319.821,611.444,702763.707,7867.242,124941191
Croatia,Oct-20,831572,32723,11578,266,206326.925,8119.124,2872.696,65.997,611.444,702763.707,7867.242,124941191
Croatia,Oct-21,13340229,65558,275792,580,3309934.022,16266.035,68428.61,143.91,611.444,702763.707,7867.242,124941191
Croatia,Oct-22,38471480,14568,527744,234,9545417.893,3614.566,130942.115,58.062,611.444,702763.707,7867.242,124941191
Croatia,Nov-20,2599232,79126,33031,1240,644912.952,19632.482,8195.542,307.665,591.72,680093.91,7613.46,120910830
Croatia,Nov-21,16261639,137857,300130,1679,4034784.727,34204.629,74467.274,416.59,591.72,680093.91,7613.46,120910830
Croatia,Nov-22,37515442,6814,517136,174,9308208.868,1690.667,128310.096,43.174,591.72,680093.91,7613.46,120910830
Croatia,Dec-20,5539120,82395,89251,2134,1374348.353,20443.579,22144.665,529.483,611.444,702763.707,7867.242,124941191
Croatia,Dec-21,20600943,107040,365962,1639,5111438.65,26558.412,90801.294,406.66,611.444,702763.707,7867.242,124941191
Croatia,Dec-22,12552887,3057,173598,80,3114581.3,758.494,43072.569,19.85,197.24,226697.97,2537.82,40303610
Croatia,Feb-20,18,6,2043247.52,4254.82933,4.466,1.488,20981.03037,46.89895295,98.62,113348.985,1268.91,20151805
Croatia,Feb-21,6657593,10547,148719,499,1651860.22,2616.885,36899.671,123.811,552.272,634754.316,7105.896,112850108
Croatia,Feb-22,28430744,117627,406927,1242,7054143.29,29185.225,100965.396,308.161,552.272,634754.316,7105.896,112850108
Croatia,Mar-20,6404,861,36,6,1588.939,213.63,8.932,1.488,611.444,702763.707,7867.242,124941191
Croatia,Mar-21,7881286,28659,177184,421,1955478.923,7110.778,43962.313,104.455,611.444,702763.707,7867.242,124941191
Croatia,Mar-22,33410464,44382,476346,494,8289695.141,11011.917,118189.415,122.571,611.444,702763.707,7867.242,124941191
Croatia,Apr-20,49646,1209,1043,63,12318.005,299.975,258.785,15.626,591.72,680093.91,7613.46,120910830
Croatia,Apr-21,9063636,60551,194602,1134,2248839.742,15023.719,48284.013,281.366,591.72,680093.91,7613.46,120910830
Croatia,Apr-22,33358980,23283,471560,265,8276921.1,5776.9,117001.925,65.753,591.72,680093.91,7613.46,120910830
Croatia,May-20,68134,170,2877,34,16905.185,42.178,713.834,8.433,611.444,702763.707,7867.242,124941191
Croatia,May-21,10797806,23998,237698,945,2679116.335,5954.306,58976.852,234.467,611.444,702763.707,7867.242,124941191
Croatia,May-22,35061827,14041,493739,159,8699425.932,3483.804,122504.907,39.451,611.444,702763.707,7867.242,124941191
Croatia,Jun-20,70331,531,3178,4,17450.296,131.749,788.504,0.992,591.72,680093.91,7613.46,120910830
Croatia,Jun-21,10757171,3691,244260,180,2669034.114,915.799,60604.993,44.661,591.72,680093.91,7613.46,120910830
Croatia,Jun-22,34239354,12028,480748,78,8495356.619,2984.346,119281.622,19.348,591.72,680093.91,7613.46,120910830
Croatia,Jul-20,124811,2362,3808,38,30967.696,586.052,944.828,9.425,611.444,702763.707,7867.242,124941191
Croatia,Jul-21,11206532,3743,255271,53,2780528.096,928.7,63337.004,13.145,611.444,702763.707,7867.242,124941191
Croatia,Jul-22,36174544,38211,501090,248,8975509.638,9480.787,124328.813,61.531,611.444,702763.707,7867.242,124941191
Croatia,Aug-20,217353,5130,5123,41,53928.917,1272.84,1271.1,10.168,611.444,702763.707,7867.242,124941191
Croatia,Aug-21,11404200,10383,257011,75,2829572.836,2576.198,63768.73,18.603,611.444,702763.707,7867.242,124941191
Croatia,Aug-22,37243296,26919,511958,389,9240684.895,6679.053,127025.345,96.516,611.444,702763.707,7867.242,124941191
Croatia,Sep-20,415353,6324,6960,94,103056.031,1569.091,1726.892,23.319,591.72,680093.91,7613.46,120910830
Croatia,Sep-21,11648531,30792,254288,306,2890195.442,7640.011,63093.109,75.925,591.72,680093.91,7613.46,120910830
Croatia,Sep-22,36693020,18721,504587,206,9104152.207,4644.994,125196.479,51.111,591.72,680093.91,7613.46,120910830
Cuba,Jan-21,554408,14823,5331,68,49446.864,1322.044,475.466,6.067,456.878,573342.9311,5920.008,347578138
Cuba,Jan-22,31024418,78786,258783,77,2767023.735,7026.811,23080.49,6.866,456.878,573342.9311,5920.008,347578138
Cuba,Oct-20,192396,1290,3876,6,17159.526,115.053,345.692,0.534,456.878,573342.9311,5920.008,347578138
Cuba,Oct-21,28750628,74573,247072,800,2564227.639,6651.059,22036.003,71.353,456.878,573342.9311,5920.008,347578138
Cuba,Oct-22,34448744,99,264430,4254.82933,3072434.504,8.829,23584.149,46.89895295,456.878,573342.9311,5920.008,347578138
Cuba,Nov-20,228288,1397,3933,7,20360.684,124.596,350.782,0.623,442.14,573342.9311,5729.04,336365940
Cuba,Nov-21,28759732,10485,248409,68,2565039.611,935.143,22155.245,6.066,442.14,573342.9311,5729.04,336365940
Cuba,Nov-22,33339901,107,255900,4254.82933,2973538.371,9.542,22823.37,46.89895295,442.14,573342.9311,5729.04,336365940
Cuba,Dec-20,305830,3579,4283,11,27276.544,319.204,382,0.979,456.878,573342.9311,5920.008,347578138
Cuba,Dec-21,29883178,3518,257734,18,2665238.164,313.768,22986.928,1.603,456.878,573342.9311,5920.008,347578138
Cuba,Dec-22,11114562,138,85300,4254.82933,991291.984,12.307,7607.79,46.89895295,147.38,573342.9311,1909.68,112121980
Cuba,Feb-21,1088096,23093,7503,108,97045.734,2059.632,669.181,9.635,412.664,573342.9311,5347.104,313941544
Cuba,Feb-22,29692418,25072,237046,95,2648224.551,2236.135,21141.795,8.475,412.664,573342.9311,5347.104,313941544
Cuba,Mar-20,1020,186,28,6,90.974,16.59,2.496,0.534,294.76,573342.9311,3819.36,224243960
Cuba,Mar-21,1949383,25484,11676,102,173862.697,2272.881,1041.365,9.101,456.878,573342.9311,5920.008,347578138
Cuba,Mar-22,33458990,20423,263626,16,2984159.752,1821.498,23512.425,1.424,456.878,573342.9311,5920.008,347578138
Cuba,Apr-20,25438,1315,862,55,2268.778,117.286,76.882,4.904,442.14,573342.9311,5729.04,336365940
Cuba,Apr-21,2738557,31444,15307,220,244248.005,2804.444,1365.208,19.62,442.14,573342.9311,5729.04,336365940
Cuba,Apr-22,32951371,12656,255598,16,2938885.934,1128.771,22796.422,1.424,442.14,573342.9311,5729.04,336365940
Cuba,May-20,56950,544,2389,22,5079.289,48.519,213.071,1.961,456.878,573342.9311,5920.008,347578138
Cuba,May-21,3862052,35559,24979,314,344450.929,3171.457,2227.841,28.007,456.878,573342.9311,5920.008,347578138
Cuba,May-22,34239019,2378,264380,3,3053729.43,212.093,23579.668,0.267,456.878,573342.9311,5920.008,347578138
Cuba,Jun-20,67429,296,2527,3,6013.897,26.403,225.383,0.267,442.14,573342.9311,5729.04,336365940
Cuba,Jun-21,4888291,48727,33455,326,435979.724,4345.893,2983.804,29.075,442.14,573342.9311,5729.04,336365940
Cuba,Jun-22,33170562,704,255870,4254.82933,2958435.269,62.787,22820.67,46.89895295,442.14,573342.9311,5729.04,336365940
Cuba,Jul-20,75857,267,2687,1,6765.578,23.815,239.639,0.089,456.878,573342.9311,5920.008,347578138
Cuba,Jul-21,8526080,193603,58063,1474,760428.956,17267.176,5178.559,131.464,456.878,573342.9311,5920.008,347578138
Cuba,Jul-22,34312985,2071,264399,4254.82933,3060326.349,184.708,23581.359,46.89895295,456.878,573342.9311,5920.008,347578138
Cuba,Aug-20,102621,1424,2767,8,9152.62,127.006,246.79,0.712,456.878,573342.9311,5920.008,347578138
Cuba,Aug-21,16366844,268259,126410,2545,1459735.546,23925.643,11274.328,226.986,456.878,573342.9311,5920.008,347578138
Cuba,Aug-22,34394960,2445,264410,1,3067637.585,218.065,23582.349,0.089,456.878,573342.9311,5920.008,347578138
Cuba,Sep-20,145208,1565,3300,28,12950.895,139.581,294.322,2.493,442.14,573342.9311,5729.04,336365940
Cuba,Sep-21,23157467,224573,194918,2133,2065381.559,20029.343,17384.459,190.24,442.14,573342.9311,5729.04,336365940
Cuba,Sep-22,33328616,647,255900,4254.82933,2972531.88,57.704,22823.37,46.89895295,442.14,573342.9311,5729.04,336365940
Curacao,Jan-21,138874,325,585,7,726431.033,1700.03,3060.05,36.617,507.377,573342.9311,7684.160669,5926363
Curacao,Jan-22,984122,15803,6381,43,5147808.53,82663.347,33378.144,224.93,507.377,573342.9311,7684.160669,5926363
Curacao,Oct-20,21196,578,31,4254.82933,110873.396,3023.438,162.161,46.89895295,507.377,573342.9311,7684.160669,5926363
Curacao,Oct-21,523080,584,5268,11,2736160.441,3054.824,27556.196,57.541,507.377,573342.9311,7684.160669,5926363
Curacao,Oct-22,1407884,99,8943,3,7364450.003,517.856,46779.624,15.693,507.377,573342.9311,7684.160669,5926363
Curacao,Nov-20,44414,1409,72,3,232323.6,7370.289,376.629,15.693,491.01,573342.9311,7684.160669,5735190
Curacao,Nov-21,517495,317,5277,4,2706946.064,1658.185,27603.267,20.924,491.01,573342.9311,7684.160669,5735190
Curacao,Nov-22,1366072,519,8810,5,7145737.111,2714.819,46083.911,26.155,491.01,573342.9311,7684.160669,5735190
Curacao,Dec-20,112858,1881,325,10,590344.871,9839.255,1700.035,52.31,507.377,573342.9311,7684.160669,5926363
Curacao,Dec-21,563616,3924,5678,11,2948198.749,20525.911,29700.85,57.541,507.377,573342.9311,7684.160669,5926363
Curacao,Dec-22,459860,361800.8422,2958,2,2405465.21,5787.218869,15472.898,10.462,163.67,573342.9311,7684.160669,1911730
Curacao,Feb-21,130261,145,608,1,681377.6,758.478,3180.364,5.231,458.276,573342.9311,7684.160669,5352844
Curacao,Feb-22,1073439,1816,7110,29,5615013.629,9499.248,37191.45,151.696,458.276,573342.9311,7684.160669,5352844
Curacao,Mar-20,89,11,13,1,465.55,57.541,68.003,5.231,294.606,573342.9311,7684.160669,3441114
Curacao,Mar-21,177932,3674,758,13,930738.127,19218.197,3964.996,68.003,507.377,573342.9311,7684.160669,5926363
Curacao,Mar-22,1228308,1402,8211,6,6425112.331,7333.671,42950.627,31.386,507.377,573342.9311,7684.160669,5926363
Curacao,Apr-20,417,5,30,4254.82933,2181.272,26.155,156.93,46.89895295,491.01,573342.9311,7684.160669,5735190
Curacao,Apr-21,338472,3791,2368,74,1770501.062,19830.205,12386.684,387.084,491.01,573342.9311,7684.160669,5735190
Curacao,Apr-22,1242853,1895,8115,7,6501195.254,9912.488,42448.462,36.617,491.01,573342.9311,7684.160669,5735190
Curacao,May-20,514,3,31,4254.82933,2688.67,15.693,162.161,46.89895295,507.377,573342.9311,7684.160669,5926363
Curacao,May-21,379706,77,3661,13,1986190.513,402.777,19150.192,68.003,507.377,573342.9311,7684.160669,5926363
Curacao,May-22,1334886,1623,8540,3,6982607.374,8489.691,44671.586,15.693,507.377,573342.9311,7684.160669,5926363
Curacao,Jun-20,663,4,30,4254.82933,3468.063,20.924,156.93,46.89895295,491.01,573342.9311,7684.160669,5735190
Curacao,Jun-21,369118,70,3719,4,1930806.128,366.163,19453.579,20.924,491.01,573342.9311,7684.160669,5735190
Curacao,Jun-22,1327624,681,8326,1,6944620.843,3562.219,43552.166,5.231,491.01,573342.9311,7684.160669,5735190
Curacao,Jul-20,814,6,31,4254.82933,4257.924,31.386,162.161,46.89895295,507.377,573342.9311,7684.160669,5926363
Curacao,Jul-21,395926,1283,3906,4254.82933,2071035.136,6711.199,20431.759,46.89895295,507.377,573342.9311,7684.160669,5926363
Curacao,Jul-22,1389354,518,8686,4,7267522.088,2709.588,45435.288,20.924,507.377,573342.9311,7684.160669,5926363
Curacao,Aug-20,1218,39,31,4254.82933,6371.197,204.005,162.161,46.89895295,507.377,573342.9311,7684.160669,5926363
Curacao,Aug-21,451638,1674,4188,18,2362457.042,8756.465,21906.862,94.158,507.377,573342.9311,7684.160669,5926363
Curacao,Aug-22,1401484,239,8803,5,7330972.469,1250.176,46047.3,26.155,507.377,573342.9311,7684.160669,5926363
Curacao,Sep-20,6191,324,30,4254.82933,32384.278,1694.8,156.93,46.89895295,491.01,573342.9311,7684.160669,5735190
Curacao,Sep-21,477144,1201,4648,19,2495875.461,6282.268,24313.058,99.389,491.01,573342.9311,7684.160669,5735190
Curacao,Sep-22,1360056,66,8610,4254.82933,7114268.23,345.237,45037.74,46.89895295,491.01,573342.9311,7684.160669,5735190
Cyprus,Jan-21,878272,8881,5081,78,980206.627,9911.751,5670.712,87.048,415.896,1004869.092,4376.301,27776217
Cyprus,Jan-22,6835614,89919,21195,95,7628973.883,100355.244,23654.95,106.024,415.896,1004869.092,4376.301,27776217
Cyprus,Oct-20,79706,2474,753,3,88956.893,2761.138,840.403,3.348,415.896,1004869.092,4376.301,27776217
Cyprus,Oct-21,3784961,3874,17458,23,4224253.827,4323.626,19484.225,25.668,415.896,1004869.092,4376.301,27776217
Cyprus,Oct-22,18388790,11124,36837,12,20523042.79,12415.082,41112.404,13.392,415.896,1004869.092,4376.301,27776217
Cyprus,Nov-20,216721,6166,1096,23,241874.225,6881.642,1223.211,25.668,402.48,972453.96,4235.13,26880210
Cyprus,Nov-21,3853409,10456,17552,22,4300646.09,11669.553,19589.131,24.553,402.48,972453.96,4235.13,26880210
Cyprus,Nov-22,18211955,15119,36324,32,20325683.84,16873.751,40539.859,35.715,402.48,972453.96,4235.13,26880210
Cyprus,Dec-20,492240,11963,2595,72,549370.709,13351.458,2896.183,80.352,415.896,1004869.092,4376.301,27776217
Cyprus,Dec-21,4492797,32354,19094,41,5014243.195,36109.096,21310.104,45.756,415.896,1004869.092,4376.301,27776217
Cyprus,Dec-22,6186177,7865,12369,16,6904161.464,8777.834,13804.583,17.857,134.16,324151.32,1411.71,8960070
Cyprus,Feb-21,923859,3708,6171,34,1031084.579,4138.36,6887.222,37.944,375.648,907623.696,3952.788,25088196
Cyprus,Feb-22,8206832,65770,22157,123,9159339.156,73403.445,24728.601,137.272,375.648,907623.696,3952.788,25088196
Cyprus,Mar-20,1826,230,32,7,2037.929,256.696,35.712,7.812,321.984,777963.168,3388.104,21504168
Cyprus,Mar-21,1260010,11170,7475,25,1406250.173,12466.421,8342.572,27.9,415.896,1004869.092,4376.301,27776217
Cyprus,Mar-22,11425717,108210,28040,84,12751816.67,120769.145,31294.4,93.746,415.896,1004869.092,4376.301,27776217
Cyprus,Apr-20,19243,613,344,8,21476.395,684.144,383.934,8.928,402.48,972453.96,4235.13,26880210
Cyprus,Apr-21,1665592,20097,8462,52,1858905.119,22429.51,9444.121,58.032,402.48,972453.96,4235.13,26880210
Cyprus,Apr-22,13829062,49494,29604,80,15434100.4,55238.406,33039.916,89.282,402.48,972453.96,4235.13,26880210
Cyprus,May-20,28113,100,504,2,31375.873,111.602,562.495,2.232,415.896,1004869.092,4376.301,27776217
Cyprus,May-21,2210458,7281,10630,52,2467009.746,8126.051,11863.748,58.032,415.896,1004869.092,4376.301,27776217
Cyprus,May-22,15056488,9743,32370,39,16803984.79,10873.799,36126.948,43.525,415.896,1004869.092,4376.301,27776217
Cyprus,Jun-20,29312,53,546,2,32714.029,59.148,609.366,2.232,402.48,972453.96,4235.13,26880210
Cyprus,Jun-21,2237398,3069,11131,14,2497076.476,3425.2,12422.902,15.624,402.48,972453.96,4235.13,26880210
Cyprus,Jun-22,14895450,14754,32057,13,16624256.28,16466.389,35777.62,14.509,402.48,972453.96,4235.13,26880210
Cyprus,Jul-20,31890,88,589,4254.82933,35591.242,98.21,657.355,46.89895295,415.896,1004869.092,4376.301,27776217
Cyprus,Jul-21,2786245,26374,12079,45,3109624.143,29435.037,13480.924,50.22,415.896,1004869.092,4376.301,27776217
Cyprus,Jul-22,16725083,58194,33718,43,18666241.45,64948.153,37631.402,47.99,415.896,1004869.092,4376.301,27776217
Cyprus,Aug-20,41002,403,621,2,45760.804,449.777,693.067,2.232,415.896,1004869.092,4376.301,27776217
Cyprus,Aug-21,3417317,12384,14448,90,3813940.07,13821.32,16124.875,100.44,415.896,1004869.092,4376.301,27776217
Cyprus,Aug-22,17705347,13367,35548,53,19760277.54,14918.41,39673.796,59.151,415.896,1004869.092,4376.301,27776217
Cyprus,Sep-20,47076,256,646,1,52539.769,285.712,720.966,1.116,402.48,972453.96,4235.13,26880210
Cyprus,Sep-21,3545967,4833,16156,42,3957521.536,5393.932,18031.109,46.872,402.48,972453.96,4235.13,26880210
Cyprus,Sep-22,17441764,11716,35270,14,19466102.39,13075.791,39363.531,15.624,402.48,972453.96,4235.13,26880210
Czechia,Jan-21,26959120,266113,436680,4728,2569005.689,25358.611,41612.389,450.543,589.837,1010783.086,7052.035,325313690
Czechia,Jan-22,83404550,640160,1140587,1080,7947839.67,61002.538,108689.545,102.917,589.837,1010783.086,7052.035,325313690
Czechia,Oct-20,5443207,264339,47264,2596,518697.561,25189.561,4503.913,247.381,589.837,1010783.086,7052.035,325313690
Czechia,Oct-21,53159199,72509,947459,294,5065680.358,6909.575,90285.87,28.018,589.837,1010783.086,7052.035,325313690
Czechia,Oct-22,139121701,77152,1282702,476,13257274.02,7352.018,122232.059,45.357,589.837,1010783.086,7052.035,325313690
Czechia,Nov-20,13617115,188196,183953,5044,1297610.824,17933.694,17529.364,480.658,570.81,978177.18,6824.55,314819700
Czechia,Nov-21,57899447,387140,951756,2316,5517391.098,36891.588,90695.339,220.699,570.81,978177.18,6824.55,314819700
Czechia,Nov-22,135832283,45115,1251769,302,12943816.7,4299.127,119284.37,28.777,570.81,978177.18,6824.55,314819700
Czechia,Dec-20,18743896,195363,307408,3285,1786155.318,18616.657,29293.721,313.038,589.837,1010783.086,7052.035,325313690
Czechia,Dec-21,72970861,325687,1078261,3060,6953585.91,31035.571,102750.343,291.596,589.837,1010783.086,7052.035,325313690
Czechia,Dec-22,45628599,9003,419186,70,4348069.608,857.919,39945.341,6.672,190.27,326059.06,2274.85,104939900
Czechia,Feb-21,30777715,250706,512288,4031,2932889.685,23890.437,48817.277,384.126,532.756,912965.368,6369.58,293831720
Czechia,Feb-22,99562002,658384,1061831,1383,9487525.91,62739.149,101184.681,131.79,532.756,912965.368,6369.58,293831720
Czechia,Mar-20,25984,3308,110,31,2476.084,315.23,10.483,2.954,589.837,1010783.086,7052.035,325313690
Czechia,Mar-21,43611257,299066,731177,6082,4155831.769,28498.791,69675.789,579.571,589.837,1010783.086,7052.035,325313690
Czechia,Mar-22,121870148,292291,1216143,1100,11613328.01,27853.181,115889.473,104.822,589.837,1010783.086,7052.035,325313690
Czechia,Apr-20,184001,4374,4582,205,17533.938,416.81,436.631,19.533,570.81,978177.18,6824.55,314819700
Czechia,Apr-21,47718289,98426,843904,2846,4547201.685,9379.272,80417.84,271.203,570.81,978177.18,6824.55,314819700
Czechia,Apr-22,123918968,102779,1198798,463,11808565.47,9794.083,114236.624,44.123,570.81,978177.18,6824.55,314819700
Czechia,May-20,262979,1586,9018,85,25059.964,151.135,859.351,8.1,589.837,1010783.086,7052.035,325313690
Czechia,May-21,51169649,30514,924449,841,4876090.886,2907.762,88093.187,80.137,589.837,1010783.086,7052.035,325313690
Czechia,May-22,129545650,18987,1247583,133,12344746.85,1809.322,118885.476,12.675,589.837,1010783.086,7052.035,325313690
Czechia,Jun-20,307889,2686,10017,33,29339.555,255.956,954.546,3.143,570.81,978177.18,6824.55,314819700
Czechia,Jun-21,49954479,6015,907007,195,4760294.133,573.184,86431.09,18.581,570.81,978177.18,6824.55,314819700
Czechia,Jun-22,125718554,16556,1209119,30,11980052.78,1577.667,115220.138,2.857,570.81,978177.18,6824.55,314819700
Czechia,Jul-20,430742,4620,11146,38,41046.541,440.25,1062.132,3.62,589.837,1010783.086,7052.035,325313690
Czechia,Jul-21,51784975,6289,940442,71,4934726.924,599.296,89617.198,6.765,589.837,1010783.086,7052.035,325313690
Czechia,Jul-22,131122358,68565,1251391,159,12494995.52,6533.742,119248.352,15.151,589.837,1010783.086,7052.035,325313690
Czechia,Aug-20,628547,8044,12429,46,59895.903,766.533,1184.39,4.384,589.837,1010783.086,7052.035,325313690
Czechia,Aug-21,51968562,5613,941777,46,4952221.413,534.876,89744.417,4.385,589.837,1010783.086,7052.035,325313690
Czechia,Aug-22,133703560,78744,1260791,352,12740965.07,7503.724,120144.101,33.543,589.837,1010783.086,7052.035,325313690
Czechia,Sep-20,1304611,46145,14972,231,124319.825,4397.28,1426.721,22.014,570.81,978177.18,6824.55,314819700
Czechia,Sep-21,50545691,12300,912799,55,4816632.283,1172.1,86983.025,5.238,570.81,978177.18,6824.55,314819700
Czechia,Sep-22,131762545,94310,1228476,275,12556000.63,8987.047,117064.722,26.207,570.81,978177.18,6824.55,314819700
Democratic Republic of Congo,Jan-21,633392,5113,19582,80,6397.238,51.641,197.776,0.807,93.62,25052.123,9887.419,3069316696
Democratic Republic of Congo,Jan-22,2542822,10586,38710,73,25682.422,106.918,390.966,0.737,93.62,25052.123,9887.419,3069316696
Democratic Republic of Congo,Oct-20,340349,647,9000,35,3437.515,6.533,90.896,0.352,93.62,25052.123,9887.419,3069316696
Democratic Republic of Congo,Oct-21,1775480,533,33748,7,17932.288,5.383,340.856,0.07,93.62,25052.123,9887.419,3069316696
Democratic Republic of Congo,Oct-22,2882288,193,44763,2,29111.014,1.949,452.094,0.02,93.62,25052.123,9887.419,3069316696
Democratic Republic of Congo,Nov-20,357658,1466,9653,26,3612.337,14.805,97.494,0.261,90.6,24243.99,9568.47,2970306480
Democratic Republic of Congo,Nov-21,1734692,764,33029,16,17520.334,7.715,333.592,0.161,90.6,24243.99,9568.47,2970306480
Democratic Republic of Congo,Nov-22,2807290,1118,43466,10,28353.545,11.292,439.001,0.1,90.6,24243.99,9568.47,2970306480
